Company Name,Job Name,Job Location,Job Description,Salary,Rating,Company Size,Company Type,Company Sector,Year Founded,Company Industry,Company Revenue
Delta,"Associate Data Scientist, Operations Decision Science","Atlanta, GA","United States, Georgia, Atlanta
Ops Control
02-May-2022
Ref #: 14433 How you'll help us Keep Climbing (overview & key responsibilities) Delta Air Lines connects the world by flying 180 million customers to 300+ destinations every year. At Operations Decision Science (ODS), we build and deploy data science and predictive modeling tools to support this complex operation. ODS currently seeks an Associate Data Scientist to develop insights, machine learning models, and solutions aimed at continually improving airline performance and decision making. Join our team to make a real-world impact by developing ML/AI solutions to deliver the best air travel experiences.
An appropriate candidate will have hands-on experience in machine learning, statistical analysis, and data storytelling. The candidate should have good organizational and communication skills and feel comfortable in a fast-paced environment.
Primary Functions: Work within a team of data scientists to develop advanced analytics solutions for complex business problems Collect data and perform explanatory data analysis Present analysis to business users in a digestible way Learn new techniques within cloud based platforms
What you need to succeed (minimum qualifications)

Embraces diverse people, thinking and styles

Must be performing satisfactorily in present position

Good written, oral communication, and interpersonal skills

Proficiency in working with relational databases (SQL)

Bachelor's degree with 1-2 years of experience in Data Science, Statistics, Mathematics, Operations Research, Computer Science, or equivalent combination of education and experience

Consistently makes safety and security, of self and others, the priority
Where permitted by applicable law, must have received or be willing to receive the COVID-19 vaccine by date of hire to be considered for U.S.-based job, if not currently employed by Delta Air Lines, Inc. What will give you a competitive edge (preferred qualifications)
Working knowledge of Machine Learning techniques (Python, SciKit Learn, R, SAS or other machine learning platforms) < Go back",$125K (Employer est.),4.4,10000+ Employees,Company - Public,Transportation & Logistics,1928,"Airlines, Airports & Air Transportation",$10+ billion (USD)
PAIIR Solutions,Data Scientist,"Suffern, NY","SR. DATA SCIENTIST
Here's your rare opportunity to join our client's exciting, fast-growing, and dynamic team in Suffern, NY!
About you:
You have 3++ years of solid expertise in developing market forecasting, analysis and campaign reporting.
You have strong experience in R and Python
Java, Alteryx, VBA, SQL, ETL a plus.
You’re well-spoken, and can verbally communicate well with Fortune 500 clients.
Your Excel skills are wizard level.
You don't need micromanagement and work well in team environments
You appreciate the value of excellent analytical, written and oral communication and make it a priority
You enjoy turning data science puzzles into actionable results
You're ready for a real opportunity to grow with a well-established organization that actually cares about its team, its clients and its technology
About our Client:
The trusted one-stop partner for today’s omnichannel retailers. Utilizing proprietary technology to drive customer conversion they help their clients with actionable solutions. With 22 years in the space, they’ve sustained epic growth Y-O-Y even during the pandemic. Here are just a few of the highlights they want you to know:
They’re committed to technology advancement with a talented and balanced team.
Culture matters and it shows their staff stays for a reason.
Long-standing marquee partnerships with glowing testimonials are their hallmark.
No egos hired or tolerated - they celebrate one another's success and play nice in the sandbox.
Opportunity abounds with a focus on individual growth and career advancement.
Their well-established reputation with its employees and clients happens on purpose.
Strong pay plans, benefits and a 401k.
Transparent and accountable management dedicated to your success - integrity counts!
About your role:
You’ll be helping to lead the team in the day-to-day execution and analytics of direct marketing campaigns.
You’ll use your keen eye for detail to refine, gather and scrub data improving accuracy and analysis.
You’ll deal with ambiguity and ad-hoc requests from other departments, remaining flexible and solution-oriented.
You’ll thrive in the further development of your projects, your growth and the organization.
You'll be attentive to details: prove it by including the word ""listen"" in your application or cover letter.
Compensation:
Comp is DOE
Flexible schedule
Full Medical/Dental
401k
Paid Time Off
Work Remotely
No
Job Type: Full-time
Pay: Up to $125,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Relocation assistance
Vision insurance
Schedule:
8 hour shift
COVID-19 considerations:
Employees are vaccinated.
Application Question(s):
How confident are you in your R, Python or Alteryx skills?
Have you received a COVID19 Vaccine?
Education:
Bachelor's (Preferred)
Work Location: One location",$65K - $128K (Glassdoor est.),-1,-1,,,,,
New Balance,Lead Data Scientist,Massachusetts,"Who We Are:
Since 1906, New Balance has empowered people through sport and craftsmanship to create positive change in communities around the world. We innovate fearlessly, guided by our core values and driven by the belief that conventions were meant to be challenged. We foster a culture in which every associate feels welcomed and respected, where leaders and creatives are inspired to shape the world of tomorrow by taking bold action today. At New Balance, We Got Now.
JOB MISSION:
New Balance is seeking for a Data Scientist in the Global BI, Data & Analytics team. As a Data Scientist, you will create advanced analytics, machine learning, and AI solutions to better address the needs of the business while streamlining our processes and approaching the business in more creative ways. You will work across different domains to inspire creativity, operationalize machine learning processes, increase adoption of data products that put data at the center of our business.
MAJOR ACCOUNTABILITIES:
Analyze large datasets and identify meaningful patterns that provide actionable insights
Execute analytical experiments to help solve various problems and make a true impact across various domains including consumer, product, supply chain and sales
Apply analytical methods to solve complex, data-driven problems that will ultimately have a direct impact on the business
Explain complex modeling approaches in simple terms and develop compelling narratives that connect modeling results with business problems
Partner with cross-functional team to streamline data science solutions
Operationalize and automate machine learning models, driving seamless production practices from both business and technology perspectives
Create data mining and analytics architectures, coding standards, statistical reporting, and data analysis methodologies with the help of the team
Provide and apply quality assurance best practices for data science services across the organization
Assist in the development of data management policies and procedures
Develop best practices for analytics instrumentation and experimentation
REQUIRMENTS FOR SUCCESS:
Master’s (Ph.D preferred) degree in Machine Learning, Mathematics, Analytics, Statistics, or an equivalent discipline
Minimum 5+years of relevant experience in analytics in a corporate environment
Extensive experience solving analytical problems using quantitative approaches in a commercial setting
Deep knowledge of machine learning and statistics
An intuitive sense of how quantitative and technical work aligns closely with business priorities and business value
Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources
Able to work with big data. Strong SQL skills; Spark/Sql, Pyspark, Databricks
Solid programming skills in Python or R, Python preferred
Familiarity with relational, SQL and NoSQL databases and exposure to Snowflake a plus
Excellent data visualization skills: able to determine the appropriate visualization for a variety of data types and create compelling stories with data
Experience with data visualization tools like TIBCO Spotfire, Power BI
Knowledge of cloud environments such as Azure, a plus
Experience monitoring the full life cycle of models
Ability to communicate complex quantitative analysis in a clear, precise and actionable manner
Advanced analytical/problem solving and research skills
Good interpersonal skills with experience working in a team-oriented, collaborative environment
Experience in retail/consumer goods or manufacturing domain a plus
#LI-PD1
Our Benefits:
Our products are only as good as the people we hire, so we make sure to hire the best and treat them accordingly. New Balance offers a comprehensive traditional benefits package including three options for medical insurance as well as dental, vision, life insurance and 401K. We also proudly offer a slate of more nontraditional perks – opportunities like online learning and development courses, tuition reimbursement, $100 monthly student loan support and various mentorship programs – that encourage our associates to grow personally as they develop professionally. You’ll also enjoy a yearly $1,000 lifestyle reimbursement, 4 weeks of vacations, 12 holidays and generous parental leave, because work-life balance is more than just a buzzword – it’s part of our culture.
Learn more about our Benefits
Flexible Work Schedule:
New Balance is committed to creating a culture that allows our associates to do their best work. Our corporate work-from-home policy does not mandate an arbitrary number of days in-office. Instead, we’ve designed a flexible hybrid model that empowers individual teams by letting the type of work dictate where it will most effectively be performed. We are capitalizing on this unique opportunity to evolve how we work based on efficiency, productivity, and the well-being of our associates.
Equal Opportunity Employer:
New Balance provides equal opportunities for all current and prospective associates and takes affirmative action to ensure that employment, training, compensation, transfer, promotion and other terms, conditions and privileges of employment are provided without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, age, handicap, genetic information and/or status as an Armed Forces service medal veteran, recently separated veteran, qualified disabled veteran or other protected veteran.",$65K - $128K (Glassdoor est.),3.8,5001 to 10000 Employees,Company - Private,Retail & Wholesale,1906,Other Retail Stores,$2 to $5 billion (USD)
"Brandt Information Services, LLC",Data Scientist,"Tallahassee, FL","Data Scientist (Quantity 1)
Job # 3420 – Business Intelligence Architect
Scope Variant – C. Advanced
Onsite DOS Tallahassee, FL
This project does not require travel outside of Tallahassee, Florida.
Term: 5/20/2022- 6/30/2023, With possible renewal.
Rate: Pay Based on Experience
W-2 or C2C Applicants Acceptable.
Tasks
The selected candidate will be completing the following tasks:
Follow Department IT processes and coordinate with other Department IT staff to ensure compliance with Department standards.
Participate in the analysis of current system(s) to gain an understanding of inputs and outputs.
Participates in all phases of the development and implementation process and may act as a project manager on special projects.
Establish and manage a formalized solution architecture for data modeling projects.
Provide appropriate documentation for tool decisions, estimating assumptions, and reporting outputs.
Performs initial dataset investigation and exploratory data analysis.
Chooses potential models and algorithms to visualize specific datasets and correlates outliers to real world use cases.
Direct and mentor junior developer team members.
Attend and participate in all project related meetings and assuring meeting notes are produced and distributed, as necessary.
Correspond (verbally and in writing) with project team and internal stakeholders regarding project activities, deliverables, and status.
Serves as senior subject matter expert.
Follow DOS IT processes and coordinate with other DOS IT staff to ensure compliance with DOS standards.
Develop data analysis baselines/models and discover methodologies to attribute context to outliers.
Ensure the proposed systems and processes are fully compatible and integrated with current Department workflows.
Translate use case scenarios to meaningful and actionable data models.
Design and develop reporting prototypes.
Implementation of reporting deliverables.
Oversee and participate in data analysis sessions.
Produce detailed accounting of hours worked by tasks.
Participate in daily stand-ups.
Required Qualifications:
7 to 10 years of IT work experience with demonstrated knowledge in large and complex database management systems, business intelligence tools and systems.
Proficient with Oracle.
Proficient with Microsoft SQL Server.
Strong communication and validation skills.
Experience with IT systems and processes, methodologies, and their direct implementation to projects.
Experience with defining data analysis processes and enterprise toolset architectures.
Experience working on multiple projects as a project leader or frequently as the subject matter expert.
Goals-oriented proactive team player with the demonstrated ability to multi- task and prioritize in a fast-paced professional environment.
Critical thinker with excellent problem-solving skills that can make independent decisions within area of responsibility and expertise.
Preferred Qualifications:
Knowledge of and experience with State of Florida information technology standards and processes
Experience with Microsoft Word, Excel, and Visio.
Knowledge of PowerPoint and SharePoint.
Brandt Information Services, LLC is an Equal Employment Opportunity (EEO) employer and welcomes all qualified applicants. Applicants will receive fair and impartial consideration without regard to race, sex, color, religion, national origin, age, disability, veteran status, genetic data, or religion or other legally protected status.
Job Types: Full-time, Contract
Pay: $90.00 - $100.00 per hour
Schedule:
Monday to Friday
Ability to commute/relocate:
Tallahassee, FL 32399: Reliably commute or planning to relocate before starting work (Preferred)
Education:
Bachelor's (Preferred)
Experience:
IT Work: 7 years (Preferred)
Oracle: 7 years (Preferred)
Microsoft SQL Server: 7 years (Preferred)
Visio: 1 year (Preferred)
Microsoft Word: 1 year (Preferred)
Microsoft Excel: 1 year (Preferred)
Microsoft Powerpoint: 1 year (Preferred)
Sharepoint: 1 year (Preferred)
Team Foundation Server: 1 year (Preferred)
Work Location: One location",$65K - $128K (Glassdoor est.),-1,-1,,,,,
KOHLS,"Data Scientist I, Remote","Menomonee Falls, WI","Are you a highly capable, motivated Data Scientist with experience in leveraging machine learning technologies to derive insights from big data? Do you have a passion for solving interesting and meaningful problems using principled techniques and practices? Join our Kohl’s Data Science organization! The biggest and single most important aspect that we look for in aspiring Data Scientists is intellectual curiosity, people who love the joy of discovery. You will work with top-talent and the latest technology which will lead to a unique opportunity to turn insights into products, generating opportunities to grow sales and profitability for the company but also your responsibility and skill set around Data Science applications in retail. You’ll be working within a balanced team alongside engineers, a product manager and designer. In addition, you will be a member of the broader data science organization, and participate in our data science study groups, team activities, and attend conferences.
Develops and executes statistical and mathematical solutions to business problems
Frame problem, determine intended approach and recommend quantitative methods to develop solution
Use analytical rigor and statistical methods to analyze large amounts of data, culling actionable insights using advanced statistical techniques such as predictive statistical models, customer profiling, segmentation analysis, survey design and analysis and data mining
Design experiments to answer targeted questions
Document projects including business objective, data gathering and processing, leading approaches, final algorithm, detailed set of results and analytical metrics
Develops materials to explain project findings to management
Develops new algorithms and mathematical approaches to understand Kohl's audiences and solves complex business problems such as optimizing product performance, revenue and adoption
Identify and drive continuous improvement of key business metrics in assigned business functional area
Drive adoption and usage of analytical products and models
Think in terms of iterative development, document, and communicate throughout products data science lifecycle
Build and validate models
QUALIFICATIONS
Experience developing custom models based on in-depth understanding of underlying data, data structures, and business problems to ensure analytics deliverables meet stakeholders need
Experience developing state of the art algorithms using machine learning, statistical and optimization methods to power various aspects of highly complex business models
Experience using modern analytics tools and languages such as Python, R, Spark, SQL (Big Query), etc.
Strong problem solving skills with an emphasis on product development
Experience proposing rapid experiments to test the effect of new strategies or initiatives, and iterate quickly
The successful candidate must be a U.S. Citizen
REQUIRED
2+ years of progressively complex Data Science or analytics experience
BS in Data Science, Computer Science, Machine Learning, Applied Mathematics, or equivalent quantitative field
Spark, Python, R proficiency
PREFERRED
Master's Degree
Retail experience
Supply chain management
Marketing models
Logistics experience",$65K - $128K (Glassdoor est.),3.4,10000+ Employees,Company - Public,Retail & Wholesale,1962,"Department, Clothing & Shoe Stores",$10+ billion (USD)
The Burchell Group Inc.,Data Scientist,"Dallas, TX","Job Title:
Data Scientist
Type:
Direct Hire
Location:
Clearwater, FL or Dallas, TX
Experience:
3+ year
The data scientist role is within the risk management department and provides analytics with the goal of reducing losses in the payments business. The primary function is to develop statistical models that are used by risk analysts to manage losses from fraud.
Roles & Responsibilities
Produce predictive scoring models, typically logistic regression models, to identify transactions with a high probability of resulting in a financial loss
Query databases to produce data sets for analysis and reporting
Run and modify complex SAS macros for analysis and reporting
Determine value of data elements in managing risk in the face of fraud
Recommend optimal risk management strategies based on results of analytical research
Summarize and present research to peer groups, senior management, and external clients when requested
Consult with various groups in the business in the use of decision sciences to improve the effectiveness risk management strategies
Most importantly, develop innovative solutions with minimal guidance to meet financial goals
Requirements
Programming skills in SAS (preferred), R, and/or Python
Experience querying data using SQL
Proven experience applying analytical and problem-solving skills to develop innovative solutions
Ability to present analytics to decision makers in a clear and understandable fashion
Ability to complete self-directed analysis
Applied knowledge developing predictive models using regression analysis, decision trees, and neural networks a strong plus
Master's or PhD in highly quantitative field preferred, relevant certification training also considered; Some experience, could be academic, programming and modeling with SAS
1+ years applied experience using statistical software for data manipulation and analysis
Job Type: Full-time
Pay: $110,000.00 - $155,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
COVID-19 considerations:
100% remote in Dallas
Education:
Master's (Preferred)
Experience:
Python: 3 years (Preferred)
SQL: 3 years (Preferred)
Data Scientists & Statisticians: 3 years (Preferred)
SAS Viya: 1 year (Preferred)
developing predictive models: 1 year (Preferred)
Work Location: One location",$65K - $128K (Glassdoor est.),4.6,51 to 200 Employees,Company - Private,Human Resources & Staffing,2011,HR Consulting,$1 to $5 million (USD)
Indeed,Data Scientist - Ads Relevance,"Seattle, WA","Your Job
This is a Senior Data Scientist position on our Ads Relevance team. Ads Relevance is a team of talented ML engineers, data and product scientists that are tasked with building the next generation of ad system intelligence. This team builds models and services that powers Enterprise ads ranking, bidding and targeting.
Responsibilities of this role is to build optimization ML models from end-to-end, as well as raising rigor of the modeling process for the whole team.
To help people get jobs it's crucial to model the value of jobseeker-employer connection to Employers - please come help us make this vision reality!

Responsibilities
Conceptualize, analyze, build, test, and implement models that utilize various and diverse data sets to solve problems related to the employment and recruiting industries.
Build and implement machine learning models, testing frameworks, and visualizations to make timely decisions and influence the product roadmap.
Proactively research data and identify opportunities in the data to drive the product roadmap.
Evaluate data’s big picture to solve business problems rather than focusing on metrics alone.
Understand human behavior and know what to look for in the data.
Communicate concisely and persuasively with engineers, product managers, and other functions. Helps identify ways to improve data quality and analysis. Utilizes a solid understanding of Indeed’s business fundamentals.
We’re looking for a Data Scientist to join our growing team here at Indeed.
Who You Are
BS in Computer Science, Statistics, Mathematics, or a closely related quantitative field.
3+ years of industry experience, with expertise in Data Science or Machine Learning engineering.
Expertise in statistical modeling and machine learning.
Passion for answering Product/Engineering questions with data.
Strong ability to code in Python, Java, etc.
We get excited about candidates who:
Have full stack experience in data collection, aggregation, analysis, visualization, productization, and monitoring of data science products.
Expertise in applied machine learning, preferably in advertising, auctions, bidding or pricing systems.
Experience running controlled online experiments and taking data-driven decisions for improving machine learning-based products. Preferably in non-independent settings, like marketplaces.
Can do small data modeling work: R, Python, Julia, Octave, Matlab.
Can do big data modeling work: Hadoop, Pig, Scala, Spark.
Can fish for data: SQL, Pandas, MongoDB.
Can deploy data science solutions: Java, Python, C++
Can communicate concisely and persuasively with engineers, product managers, and other non-technical functions.
Who we are
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.
Our Mission
As the world’s number 1 job site*, our mission is to help people get jobs. We strive to cultivate an inclusive and accessible workplace where all people feel comfortable being themselves. We're looking to grow our teams with more people who share our enthusiasm for innovation and creating the best experience for job seekers.

(*comScore Total Visits, September 2021)
Salary Range Disclaimer
The base salary range represents the low and high end of the Indeed salary range for this position. Actual salaries will vary depending on factors including but not limited to location, experience, and performance. The range listed is just one component of Indeed's total compensation package for employees. Other rewards may include quarterly bonuses, Restricted Stock Units (RSUs), an open Paid Time Off policy, and many region-specific benefits.
Salary Range Transparency
Seattle 123,000 - 179,000 USD per year
Equal Opportunities and Accommodations Statement
Indeed is deeply committed to building a workplace and global community where inclusion is not only valued, but prioritized. We’re proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, family status, marital status, sexual orientation, national origin, genetics, neuro-diversity, disability, age, or veteran status, or any other non-merit based or legally protected grounds.

Indeed is committed to providing reasonable accommodations to qualified individuals with disabilities in the employment application process. To request an accommodation, please contact Talent Attraction Help at 1-855-567-7767, or by email at TAhelp@indeed.com at least one week in advance of your interview.

Fair Chance Hiring
We value diverse experiences, including those who have had prior contact with the criminal legal system. We are committed to providing individuals with criminal records, including formerly incarcerated individuals, a fair chance at employment.
Our Policies and Benefits
View Indeed's Applicant Privacy and Accessibility Policies - https://www.indeed.com/legal/indeed-jobs
Learn about our global employee perks, programs and benefits - https://benefits.indeed.jobs/

Where legally permitted, Indeed requires all individuals attending or working out of Indeed offices or visiting Indeed clients to be fully vaccinated against COVID-19. For positions that can only be performed at an Indeed office, candidates must be fully vaccinated against COVID-19 and present acceptable proof of vaccination by the date of hire as a condition of employment. Indeed will consider requests for reasonable accommodation as required under applicable law. To qualify as being fully vaccinated against COVID-19 there should have been a two week period after receiving the second dose (or any government recommended booster shot) in a 2-dose COVID-19 vaccine series, or a two week period after receiving a single-dose (or any government recommended booster shot) in a single dose COVID-19 vaccine.

Reference ID: 33946",$65K - $128K (Glassdoor est.),4.4,10000+ Employees,Company - Private,Information Technology,2004,Internet & Web Services,$2 to $5 billion (USD)
Mars,Principal Data Scientist,"Tennessee City, TN","As Principal Data Scientist you will have a leadership role within our data science team.
With the expertise to deliver the ecosystem analytics roadmap across all divisions, you will work closely with the division stakeholders and head of data science in managing and delivering projects.
Apart from mentoring and coaching teams, you will strategize the potential to create unique benefits for customers and provide a sustainable competitive advantage.
Working with global/regional teams to identify and implement efficient delivery of the brand vision you will articulate the strategic opportunities of a customer-centric analytics-driven strategy.
A fast learner, you will identify the business needs/challenges and identify actionable solutions that lead to valuable outcomes for the business.
What are we looking for?
You will have considerable varied technical experience in delivering statistical analytics, data science, and insight on large-scale consumer data sets across multiple sectors
Ideally, you will have experience in packaged goods, retail / DTC, or healthcare
You will have demonstrable experience of using data science and advanced analytics to generate business value and change
You will Demonstrate experience in planning and managing multiple projects in parallel
You will have excellent knowledge of Python (NumPy, pandas, etc.) and ideally be familiar with PySpark
You will show capacity and enthusiasm for coaching and mentoring less experienced data scientists
With excellent communication and problem-solving skills, you will interact effectively with all levels of internal/external business stakeholders
What will be your key responsibilities?
You will plan and lead data science projects to understand and predict pet and pet owner behaviors
You will review work of team members identifying optimum methodologies, advising on implementation, and checking business logic
Maintaining a strong customer focus and a keen understanding of commercially actionable deliverables, you will participate in communities of data science talent to share, network, and communicate with other analytical and data experts in your domain
You will apply and document best-practice standards in the execution of analytics projects for value creation including suggesting enhancements
You will use machine learning techniques, visualizations, & statistical analysis to gain insight into various data sets – some readily available, and some that you create and curate yourself
You will collaborate with internal and external teams to ensure we focus on customer-centric product and service recommendations to become a key player in our network of talent
Work with over 130,000 like-minded and talented Associates, all guided by The Five Principles.
Join a purpose driven company, where we’re striving to build the world we want tomorrow, today.
Best-in-class learning and development support from day one, including access to our in-house Mars University.
An industry competitive salary and benefits package, including company bonus.
Find out more about what Mars can offer you by visiting our Global Careers site.
Screening
Interview
Panel
Data Analysis, Python, Project Management, Stakeholder ManagementData Analysis, Python, Project Management, Stakeholder Management",$65K - $128K (Glassdoor est.),4.2,10000+ Employees,Company - Private,Manufacturing,1911,Food & Beverage Manufacturing,$10+ billion (USD)
Infinity Consulting Solutions,Data Scientist - Remote,"Dallas, TX","TITLE: Data Scientist

Location: Remote in the U.S.



ICS is hiring a Data Scientist to join our global SaaS product client’s team and provide data to drive the innovation behind the products. You will contribute advanced analytics and modeling capabilities to assist key product lines in developing and deploying industry-leading predictive solutions for the Insurance and Commercial Fleet markets with more data than even the largest U.S. insurance companies have. In this role, the Data Scientist designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse ""big data” sources to generate actionable insights, algorithms, and predictive models. You will function as part of a small team with Data Analysts, Actuaries, and Data Acquisition Specialists, and New Product Development Analysts.



What You’ll Do:
Provide data modeling, mining, pattern analysis, and machine learning for incorporation into customer-facing risk and asset management solutions.
Perform complex quantitative and qualitative analytical exercises and communicate output in terms of customer value, business objectives, and product opportunity.
Work with Product Development leaders to develop business cases and recommendations for innovations to address business opportunities.




Skills / Experience You Will Need:
3 or more years in a Data Science or Statistical Modeling related role
Solid data manipulation skills with structured and non-structured data.
Strong problem-solving skills and the ability to structure business problems into data science project.
Experience with XGBoost or a similar tool
Experience with statistical packaging (SPSS, SAS)
Proficiency in several Supervised/Unsupervised/Reinforcement learning approaches including but not limited to: Feature engineering, GLM, Decision Trees, Clustering, Bayesian methods, SVM, linear/non-linear regression, Natural Language Processing, Deep Learning Algorithms, Human In The Loop models etc.
The ability to communicate and illustrate effectively complex technical solutions to executives and business leaders.
Extensive knowledge of Test Design, Predictive Modelling and Applied Statistics.
Knowledge of insurance industry preferred but not required.
Highly preferred Master’s degree or Ph. D. in a quantitative field (Statistics, Actuarial Science, Machine Learning, AI, Computer Science, Mathematics, Data Mining, etc.) or an Associate or Fellow of the Casualty Actuarial Society (ACAS or FCAS).




About Infinity Consulting Solutions

At Infinity Consulting Solutions our mission is to cultivate successful long term relationships with candidates and clients matching the right candidate with the right client. We believe technology cannot replace the real personal relationships we cultivate. We reject the notion that technology alone is the answer to staffing which is why we our successful partnerships rely on collaboration NOT automation. ICS has been providing flexible staffing solutions for over 20 years in Information Technology, Compliance, Accounting / Finance and Corporate Support. Our staffing solutions include Contract, Temp to Perm and Permanent Placement.

ICS is an Equal Opportunity Employer.",$65K - $128K (Glassdoor est.),3.8,501 to 1000 Employees,Company - Private,Human Resources & Staffing,2001,HR Consulting,$100 to $500 million (USD)
UT Southwestern,Data Scientist I- Biostatistics and Machine Learning,"Dallas, TX","Job Duties

Analyzes and develops formalisms, algorithms and software for applications in biomedical research.
Develops and maintains software tools and infrastructure for resolving specific problems.
Assists in the development, testing and revision of programs in a team with diverse bioinformatics expertise.

Experience and Education

M.S. in Computer Science, Bioinformatics, (Bio)mathematics, (Bio)statistics, Physics, Electrical Engineering, or related field OR B.S. with demonstrated experience in broadly defined areas of bioinformatics.
0 - 2 years post-graduation experience in data analysis and/or scientific software development.

To learn more about the benefits UT Southwestern offers visit https://www.utsouthwestern.edu/employees/hr-resources/

For COVID-19 vaccine information, applicants should visit https://www.utsouthwestern.edu/covid-19/about-virus-and-testing/cms-vaccine-requirements.html

For general COVID-19 information, applicants should visit https://www.utsouthwestern.edu/covid-19/work-on-campus/

This position is security-sensitive and subject to Texas Education Code §51.215, which authorizes UT Southwestern to obtain criminal history record information. UT Southwestern Medical Center is committed to an educational and working environment that provides equal opportunity to all members of the University community. In accordance with federal and state law, the University prohibits unlawful discrimination, including harassment, on the basis of: race; color; religion; national origin; sex; including sexual harassment; age; disability; genetic information; citizenship status; and protected veteran status. In addition, it is UT Southwestern policy to prohibit discrimination on the basis of sexual orientation, gender identity, or gender expression.",$65K - $128K (Glassdoor est.),4.0,10000+ Employees,Hospital,Healthcare,1943,Health Care Services & Hospitals,$2 to $5 billion (USD)
Peraton,Data Scientist,"Monterey, CA","Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the world’s leading mission capability integrator and transformative enterprise IT provider, we deliver trusted and highly differentiated national security solutions and technologies that keep people safe and secure. Peraton serves as a valued partner to essential government agencies across the intelligence, space, cyber, defense, civilian, health, and state and local markets. Every day, our employees do the can’t be done, solving the most daunting challenges facing our customers.
Peraton currently seeks an experienced Data Scientist to provide support to a Department of Defense research laboratory.

This is a remote/telework opportunity, with a strong preference for someone with the ability to work on site in Monterey, CA.

Roles and responsibilities include, but are not limited to the following:
Develop data mining and modeling plans; describe, explore, and verify data quality; select, clean, construct, integrate, and format data; select modeling techniques; generate training, testing, and validation designs; build and evaluate models; develop visualizations of model results.
Responsible for developing statistical models and methods to support predictive analytics to help Army Leaders achieve and sustain individual readiness and optimize human performance.
This position requires data analytics, statistics, mathematical and communication skills while working in a multi-functional team environment.
Applies operations research, statistical, mathematical, and analytical techniques related to Health, Resilience, and Personal Readiness.
Provides analysis and develops information papers, presentations, and other correspondence as required.
Presents data to senior military and civilian leaders and provides recommendations as necessary.
Performs data consolidation, cleansing and analysis, and presents data from one or more source systems.

Basic Qualifications:
BS/BA degree and minimum 5-7 years relevant experience or MS degree and minimum of 3-5 years relevant experience or PhD and minimum 0-2 years relevant work experience
Experience with machine learning models, such as logistic regression, support vector machines, principal component analysis, clustering techniques (e.g., k-means, hierarchical), tree-based techniques, neural networks, and deep learning models.
Knowledge of and proficiency in R and/or Python.
Proficiency with data analysis and basic analytics.
Demonstrated experience in Oracle or SQL.
Ability to comprehend and analyze complex problems.
An understanding in performing basic data exploratory analysis and strong data visualization skills.
U.S. Citizenship and the ability to obtain/maintain Department of Defense (DoD) Secret security clearance.
Preferred Qualifications
Demonstrated strength and mastery in SQL and either R or Python.
Demonstrated experience developing data visualization products such as R Shiny and Tableau.
Military experience or other experience supporting the DoD.
Background in biostatistics, epidemiology, or behavioral research.
Active DoD Secret Clearance

Colorado Salary Minimum: $72,800
Colorado Salary Maximum: $176,600

The estimate displayed represents the typical salary range for this position, and is just one component of Peraton's total compensation package for employees. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Peraton provides a variety of benefits to employees.",$65K - $128K (Glassdoor est.),3.6,10000+ Employees,Company - Private,Information Technology,2017,Information Technology Support Services,$5 to $10 billion (USD)
